cfid,spotdate,nvol
AUD_10Y_2Y_N150,2017-01-06,67.26
AUD_10Y_2Y_N150,2017-01-09,68.18
AUD_10Y_2Y_N150,2017-01-10,69.01
AUD_10Y_2Y_N150,2017-01-11,69.13
AUD_10Y_2Y_N150,2017-01-12,69.68
AUD_10Y_2Y_N150,2017-01-13,68.68
AUD_10Y_2Y_N150,2017-01-16,69.72
AUD_10Y_2Y_N150,2017-01-17,69.84
AUD_10Y_2Y_N150,2017-01-18,70.91
AUD_10Y_2Y_N150,2017-01-19,70.89
AUD_10Y_2Y_N150,2017-01-20,70.38
AUD_10Y_2Y_N25,2017-01-03,77.04
AUD_10Y_2Y_N25,2017-01-04,76.59
AUD_10Y_2Y_N25,2017-01-05,77.69
AUD_10Y_2Y_N25,2017-01-06,75.44
AUD_10Y_2Y_N25,2017-01-09,76.34
AUD_10Y_2Y_N25,2017-01-10,77.11
AUD_10Y_2Y_N25,2017-01-11,77.18
AUD_10Y_2Y_N25,2017-01-12,78.24
AUD_10Y_2Y_N25,2017-01-13,76.87
AUD_10Y_2Y_N25,2017-01-16,77.98
AUD_10Y_2Y_N25,2017-01-17,78.19
AUD_10Y_2Y_N25,2017-01-18,79.06
AUD_10Y_2Y_N25,2017-01-19,78.74
AUD_10Y_2Y_N25,2017-01-20,78.2
AUD_10Y_2Y_N50,2017-01-03,75.62
AUD_10Y_2Y_N50,2017-01-04,75.15
AUD_10Y_2Y_N50,2017-01-05,76.22
AUD_10Y_2Y_N50,2017-01-06,73.95
AUD_10Y_2Y_N50,2017-01-09,74.85
AUD_10Y_2Y_N50,2017-01-10,75.63
AUD_10Y_2Y_N50,2017-01-11,75.71
AUD_10Y_2Y_N50,2017-01-12,76.69
AUD_10Y_2Y_N50,2017-01-13,75.38
AUD_10Y_2Y_N50,2017-01-16,76.48
AUD_10Y_2Y_N50,2017-01-17,76.67
AUD_10Y_2Y_N50,2017-01-18,77.57
AUD_10Y_2Y_N50,2017-01-19,77.3
AUD_10Y_2Y_N50,2017-01-20,76.76
AUD_10Y_2Y_P100,2017-01-03,83.47
AUD_10Y_2Y_P100,2017-01-04,83.08
AUD_10Y_2Y_P100,2017-01-05,84.33
AUD_10Y_2Y_P100,2017-01-06,82.13
AUD_10Y_2Y_P100,2017-01-09,83.03
AUD_10Y_2Y_P100,2017-01-10,83.78
AUD_10Y_2Y_P100,2017-01-11,83.82
AUD_10Y_2Y_P100,2017-01-12,85.24
AUD_10Y_2Y_P100,2017-01-13,83.59
AUD_10Y_2Y_P100,2017-01-16,84.77
AUD_10Y_2Y_P100,2017-01-17,85.03
AUD_10Y_2Y_P100,2017-01-18,85.8
AUD_10Y_2Y_P100,2017-01-19,85.27
AUD_10Y_2Y_P100,2017-01-20,84.69
AUD_10Y_2Y_P150,2017-01-03,85.8
AUD_10Y_2Y_P150,2017-01-04,85.42
AUD_10Y_2Y_P150,2017-01-05,86.73
AUD_10Y_2Y_P150,2017-01-06,84.53
AUD_10Y_2Y_P150,2017-01-09,85.44
AUD_10Y_2Y_P150,2017-01-10,86.18
AUD_10Y_2Y_P150,2017-01-11,86.22
AUD_10Y_2Y_P150,2017-01-12,87.75
AUD_10Y_2Y_P150,2017-01-13,86.02
AUD_10Y_2Y_P150,2017-01-16,87.22
AUD_10Y_2Y_P150,2017-01-17,87.5
AUD_10Y_2Y_P150,2017-01-18,88.23
AUD_10Y_2Y_P150,2017-01-19,87.63
AUD_10Y_2Y_P150,2017-01-20,87.04
AUD_10Y_2Y_P25,2017-01-03,79.73
AUD_10Y_2Y_P25,2017-01-04,79.31
AUD_10Y_2Y_P25,2017-01-05,80.47
AUD_10Y_2Y_P25,2017-01-06,78.25
AUD_10Y_2Y_P25,2017-01-09,79.15
AUD_10Y_2Y_P25,2017-01-10,79.9
AUD_10Y_2Y_P25,2017-01-11,79.97
AUD_10Y_2Y_P25,2017-01-12,81.18
AUD_10Y_2Y_P25,2017-01-13,79.69
AUD_10Y_2Y_P25,2017-01-16,80.83
AUD_10Y_2Y_P25,2017-01-17,81.06
AUD_10Y_2Y_P25,2017-01-18,81.89
AUD_10Y_2Y_P25,2017-01-19,81.48
AUD_10Y_2Y_P25,2017-01-20,80.92
AUD_10Y_2Y_P50,2017-01-03,81.01
AUD_10Y_2Y_P50,2017-01-04,80.6
AUD_10Y_2Y_P50,2017-01-05,81.8
AUD_10Y_2Y_P50,2017-01-06,79.58
AUD_10Y_2Y_P50,2017-01-09,80.48
AUD_10Y_2Y_P50,2017-01-10,81.23
AUD_10Y_2Y_P50,2017-01-11,81.29
AUD_10Y_2Y_P50,2017-01-12,82.57
AUD_10Y_2Y_P50,2017-01-13,81.03
AUD_10Y_2Y_P50,2017-01-16,82.18
AUD_10Y_2Y_P50,2017-01-17,82.42
AUD_10Y_2Y_P50,2017-01-18,83.23
AUD_10Y_2Y_P50,2017-01-19,82.78
AUD_10Y_2Y_P50,2017-01-20,82.21
AUD_10Y_3Y_AM,2017-01-03,77.94
AUD_10Y_3Y_AM,2017-01-04,77.85
AUD_10Y_3Y_AM,2017-01-05,78.33
AUD_10Y_3Y_AM,2017-01-06,76.66
AUD_10Y_3Y_AM,2017-01-09,77.19
AUD_10Y_3Y_AM,2017-01-10,78.09
AUD_10Y_3Y_AM,2017-01-11,78.16
AUD_10Y_3Y_AM,2017-01-12,78.6
AUD_10Y_3Y_AM,2017-01-13,77.91
AUD_10Y_3Y_AM,2017-01-16,78.69
AUD_10Y_3Y_AM,2017-01-17,78.51
AUD_10Y_3Y_AM,2017-01-18,79.47
AUD_10Y_3Y_AM,2017-01-19,80.12
AUD_10Y_3Y_AM,2017-01-20,78.67
AUD_10Y_3Y_N100,2017-01-03,72.21
AUD_10Y_3Y_N100,2017-01-04,72.07
AUD_10Y_3Y_N100,2017-01-05,72.43
AUD_10Y_3Y_N100,2017-01-06,70.66
AUD_10Y_3Y_N100,2017-01-09,71.22
AUD_10Y_3Y_N100,2017-01-10,72.13
AUD_10Y_3Y_N100,2017-01-11,72.23
AUD_10Y_3Y_N100,2017-01-12,72.4
AUD_10Y_3Y_N100,2017-01-13,71.89
AUD_10Y_3Y_N100,2017-01-16,72.64
AUD_10Y_3Y_N100,2017-01-17,72.4
AUD_10Y_3Y_N100,2017-01-18,73.46
AUD_10Y_3Y_N100,2017-01-19,74.32
AUD_10Y_3Y_N100,2017-01-20,72.92
AUD_10Y_3Y_N150,2017-01-03,68.95
AUD_10Y_3Y_N150,2017-01-04,68.77
AUD_10Y_3Y_N150,2017-01-05,69.06
AUD_10Y_3Y_N150,2017-01-06,67.2
AUD_10Y_3Y_N150,2017-01-09,67.79
AUD_10Y_3Y_N150,2017-01-10,68.71
AUD_10Y_3Y_N150,2017-01-11,68.84
AUD_10Y_3Y_N150,2017-01-12,68.83
AUD_10Y_3Y_N150,2017-01-13,68.43
AUD_10Y_3Y_N150,2017-01-16,69.17
AUD_10Y_3Y_N150,2017-01-17,68.88
AUD_10Y_3Y_N150,2017-01-18,70.02
AUD_10Y_3Y_N150,2017-01-19,71.03
AUD_10Y_3Y_N150,2017-01-20,69.65
AUD_10Y_3Y_N25,2017-01-03,76.59
AUD_10Y_3Y_N25,2017-01-04,76.49
AUD_10Y_3Y_N25,2017-01-05,76.94
AUD_10Y_3Y_N25,2017-01-06,75.25
AUD_10Y_3Y_N25,2017-01-09,75.79
AUD_10Y_3Y_N25,2017-01-10,76.69
AUD_10Y_3Y_N25,2017-01-11,76.77
AUD_10Y_3Y_N25,2017-01-12,77.15
AUD_10Y_3Y_N25,2017-01-13,76.5
AUD_10Y_3Y_N25,2017-01-16,77.27
AUD_10Y_3Y_N25,2017-01-17,77.07
AUD_10Y_3Y_N25,2017-01-18,78.06
AUD_10Y_3Y_N25,2017-01-19,78.75
AUD_10Y_3Y_N25,2017-01-20,77.31
AUD_10Y_3Y_N50,2017-01-03,75.19
AUD_10Y_3Y_N50,2017-01-04,75.07
AUD_10Y_3Y_N50,2017-01-05,75.5
AUD_10Y_3Y_N50,2017-01-06,73.78
AUD_10Y_3Y_N50,2017-01-09,74.33
AUD_10Y_3Y_N50,2017-01-10,75.23
AUD_10Y_3Y_N50,2017-01-11,75.32
AUD_10Y_3Y_N50,2017-01-12,75.63
AUD_10Y_3Y_N50,2017-01-13,75.03
AUD_10Y_3Y_N50,2017-01-16,75.79
AUD_10Y_3Y_N50,2017-01-17,75.58
AUD_10Y_3Y_N50,2017-01-18,76.59
AUD_10Y_3Y_N50,2017-01-19,77.33
AUD_10Y_3Y_N50,2017-01-20,75.91
AUD_10Y_3Y_P100,2017-01-03,82.93
AUD_10Y_3Y_P100,2017-01-04,82.89
AUD_10Y_3Y_P100,2017-01-05,83.46
AUD_10Y_3Y_P100,2017-01-06,81.85
AUD_10Y_3Y_P100,2017-01-09,82.36
AUD_10Y_3Y_P100,2017-01-10,83.26
AUD_10Y_3Y_P100,2017-01-11,83.32
AUD_10Y_3Y_P100,2017-01-12,83.96
AUD_10Y_3Y_P100,2017-01-13,83.13
AUD_10Y_3Y_P100,2017-01-16,83.93
AUD_10Y_3Y_P100,2017-01-17,83.8
AUD_10Y_3Y_P100,2017-01-18,84.7
AUD_10Y_3Y_P100,2017-01-19,85.19
AUD_10Y_3Y_P100,2017-01-20,83.69
AUD_10Y_3Y_P150,2017-01-03,85.23
AUD_10Y_3Y_P150,2017-01-04,85.2
AUD_10Y_3Y_P150,2017-01-05,85.82
AUD_10Y_3Y_P150,2017-01-06,84.23
AUD_10Y_3Y_P150,2017-01-09,84.73
AUD_10Y_3Y_P150,2017-01-10,85.64
AUD_10Y_3Y_P150,2017-01-11,85.68
AUD_10Y_3Y_P150,2017-01-12,86.41
AUD_10Y_3Y_P150,2017-01-13,85.53
AUD_10Y_3Y_P150,2017-01-16,86.34
AUD_10Y_3Y_P150,2017-01-17,86.22
AUD_10Y_3Y_P150,2017-01-18,87.1
AUD_10Y_3Y_P150,2017-01-19,87.53
AUD_10Y_3Y_P150,2017-01-20,86.0
AUD_10Y_3Y_P25,2017-01-03,79.24
AUD_10Y_3Y_P25,2017-01-04,79.17
AUD_10Y_3Y_P25,2017-01-05,79.68
AUD_10Y_3Y_P25,2017-01-06,78.02
AUD_10Y_3Y_P25,2017-01-09,78.55
AUD_10Y_3Y_P25,2017-01-10,79.45
AUD_10Y_3Y_P25,2017-01-11,79.51
AUD_10Y_3Y_P25,2017-01-12,80.01
AUD_10Y_3Y_P25,2017-01-13,79.28
AUD_10Y_3Y_P25,2017-01-16,80.06
AUD_10Y_3Y_P25,2017-01-17,79.89
AUD_10Y_3Y_P25,2017-01-18,80.84
AUD_10Y_3Y_P25,2017-01-19,81.45
AUD_10Y_3Y_P25,2017-01-20,79.98
AUD_10Y_3Y_P50,2017-01-03,80.51
AUD_10Y_3Y_P50,2017-01-04,80.45
AUD_10Y_3Y_P50,2017-01-05,80.98
AUD_10Y_3Y_P50,2017-01-06,79.34
AUD_10Y_3Y_P50,2017-01-09,79.86
AUD_10Y_3Y_P50,2017-01-10,80.76
AUD_10Y_3Y_P50,2017-01-11,80.82
AUD_10Y_3Y_P50,2017-01-12,81.37
AUD_10Y_3Y_P50,2017-01-13,80.6
AUD_10Y_3Y_P50,2017-01-16,81.39
AUD_10Y_3Y_P50,2017-01-17,81.23
AUD_10Y_3Y_P50,2017-01-18,82.17
AUD_10Y_3Y_P50,2017-01-19,82.73
AUD_10Y_3Y_P50,2017-01-20,81.25
AUD_10Y_4Y_AM,2017-01-03,75.82
AUD_10Y_4Y_AM,2017-01-04,76.08
AUD_10Y_4Y_AM,2017-01-05,75.93
AUD_10Y_4Y_AM,2017-01-06,74.97
AUD_10Y_4Y_AM,2017-01-09,75.15
AUD_10Y_4Y_AM,2017-01-10,76.09
AUD_10Y_4Y_AM,2017-01-11,75.82
AUD_10Y_4Y_AM,2017-01-12,75.96
AUD_10Y_4Y_AM,2017-01-13,75.59
AUD_10Y_4Y_AM,2017-01-16,76.02
AUD_10Y_4Y_AM,2017-01-17,75.6
AUD_10Y_4Y_AM,2017-01-18,76.9
AUD_10Y_4Y_AM,2017-01-19,78.27
AUD_10Y_4Y_AM,2017-01-20,76.18
AUD_10Y_4Y_N100,2017-01-03,70.3
AUD_10Y_4Y_N100,2017-01-04,70.49
AUD_10Y_4Y_N100,2017-01-05,70.26
AUD_10Y_4Y_N100,2017-01-06,69.17
AUD_10Y_4Y_N100,2017-01-09,69.41
AUD_10Y_4Y_N100,2017-01-10,70.33
AUD_10Y_4Y_N100,2017-01-11,70.11
AUD_10Y_4Y_N100,2017-01-12,70.05
AUD_10Y_4Y_N100,2017-01-13,69.79
AUD_10Y_4Y_N100,2017-01-16,70.22
AUD_10Y_4Y_N100,2017-01-17,69.75
AUD_10Y_4Y_N100,2017-01-18,71.08
AUD_10Y_4Y_N100,2017-01-19,72.67
AUD_10Y_4Y_N100,2017-01-20,70.65
AUD_10Y_4Y_N150,2017-01-03,67.15
AUD_10Y_4Y_N150,2017-01-04,67.31
AUD_10Y_4Y_N150,2017-01-05,67.01
AUD_10Y_4Y_N150,2017-01-06,65.84
AUD_10Y_4Y_N150,2017-01-09,66.12
AUD_10Y_4Y_N150,2017-01-10,67.03
AUD_10Y_4Y_N150,2017-01-11,66.85
AUD_10Y_4Y_N150,2017-01-12,66.64
AUD_10Y_4Y_N150,2017-01-13,66.46
AUD_10Y_4Y_N150,2017-01-16,66.9
AUD_10Y_4Y_N150,2017-01-17,66.38
AUD_10Y_4Y_N150,2017-01-18,67.75
AUD_10Y_4Y_N150,2017-01-19,69.49
AUD_10Y_4Y_N150,2017-01-20,67.51
AUD_10Y_4Y_N25,2017-01-03,74.52
AUD_10Y_4Y_N25,2017-01-04,74.76
AUD_10Y_4Y_N25,2017-01-05,74.59
AUD_10Y_4Y_N25,2017-01-06,73.61
AUD_10Y_4Y_N25,2017-01-09,73.8
AUD_10Y_4Y_N25,2017-01-10,74.74
AUD_10Y_4Y_N25,2017-01-11,74.47
AUD_10Y_4Y_N25,2017-01-12,74.57
AUD_10Y_4Y_N25,2017-01-13,74.23
AUD_10Y_4Y_N25,2017-01-16,74.65
AUD_10Y_4Y_N25,2017-01-17,74.23
AUD_10Y_4Y_N25,2017-01-18,75.53
AUD_10Y_4Y_N25,2017-01-19,76.95
AUD_10Y_4Y_N25,2017-01-20,74.87
AUD_10Y_4Y_N50,2017-01-03,73.17
AUD_10Y_4Y_N50,2017-01-04,73.39
AUD_10Y_4Y_N50,2017-01-05,73.21
AUD_10Y_4Y_N50,2017-01-06,72.19
AUD_10Y_4Y_N50,2017-01-09,72.4
AUD_10Y_4Y_N50,2017-01-10,73.33
AUD_10Y_4Y_N50,2017-01-11,73.08
AUD_10Y_4Y_N50,2017-01-12,73.13
AUD_10Y_4Y_N50,2017-01-13,72.81
AUD_10Y_4Y_N50,2017-01-16,73.24
AUD_10Y_4Y_N50,2017-01-17,72.79
AUD_10Y_4Y_N50,2017-01-18,74.11
AUD_10Y_4Y_N50,2017-01-19,75.57
AUD_10Y_4Y_N50,2017-01-20,73.52
AUD_10Y_4Y_P100,2017-01-03,80.65
AUD_10Y_4Y_P100,2017-01-04,80.95
AUD_10Y_4Y_P100,2017-01-05,80.87
AUD_10Y_4Y_P100,2017-01-06,80.0
AUD_10Y_4Y_P100,2017-01-09,80.13
AUD_10Y_4Y_P100,2017-01-10,81.1
AUD_10Y_4Y_P100,2017-01-11,80.78
AUD_10Y_4Y_P100,2017-01-12,81.08
AUD_10Y_4Y_P100,2017-01-13,80.62
AUD_10Y_4Y_P100,2017-01-16,81.05
AUD_10Y_4Y_P100,2017-01-17,80.68
AUD_10Y_4Y_P100,2017-01-18,81.96
AUD_10Y_4Y_P100,2017-01-19,83.17
AUD_10Y_4Y_P100,2017-01-20,81.0
AUD_10Y_4Y_P150,2017-01-03,82.87
AUD_10Y_4Y_P150,2017-01-04,83.19
AUD_10Y_4Y_P150,2017-01-05,83.14
AUD_10Y_4Y_P150,2017-01-06,82.3
AUD_10Y_4Y_P150,2017-01-09,82.42
AUD_10Y_4Y_P150,2017-01-10,83.4
AUD_10Y_4Y_P150,2017-01-11,83.06
AUD_10Y_4Y_P150,2017-01-12,83.43
AUD_10Y_4Y_P150,2017-01-13,82.92
AUD_10Y_4Y_P150,2017-01-16,83.36
AUD_10Y_4Y_P150,2017-01-17,83.0
AUD_10Y_4Y_P150,2017-01-18,84.28
AUD_10Y_4Y_P150,2017-01-19,85.43
AUD_10Y_4Y_P150,2017-01-20,83.23
AUD_10Y_4Y_P25,2017-01-03,77.09
AUD_10Y_4Y_P25,2017-01-04,77.35
AUD_10Y_4Y_P25,2017-01-05,77.22
AUD_10Y_4Y_P25,2017-01-06,76.29
AUD_10Y_4Y_P25,2017-01-09,76.46
AUD_10Y_4Y_P25,2017-01-10,77.41
AUD_10Y_4Y_P25,2017-01-11,77.12
AUD_10Y_4Y_P25,2017-01-12,77.3
AUD_10Y_4Y_P25,2017-01-13,76.91
AUD_10Y_4Y_P25,2017-01-16,77.34
AUD_10Y_4Y_P25,2017-01-17,76.93
AUD_10Y_4Y_P25,2017-01-18,78.23
AUD_10Y_4Y_P25,2017-01-19,79.55
AUD_10Y_4Y_P25,2017-01-20,77.44
AUD_10Y_4Y_P50,2017-01-03,78.31
AUD_10Y_4Y_P50,2017-01-04,78.59
AUD_10Y_4Y_P50,2017-01-05,78.47
AUD_10Y_4Y_P50,2017-01-06,77.57
AUD_10Y_4Y_P50,2017-01-09,77.72
AUD_10Y_4Y_P50,2017-01-10,78.67
AUD_10Y_4Y_P50,2017-01-11,78.37
AUD_10Y_4Y_P50,2017-01-12,78.6
AUD_10Y_4Y_P50,2017-01-13,78.18
AUD_10Y_4Y_P50,2017-01-16,78.61
AUD_10Y_4Y_P50,2017-01-17,78.22
AUD_10Y_4Y_P50,2017-01-18,79.51
AUD_10Y_4Y_P50,2017-01-19,80.79
AUD_10Y_4Y_P50,2017-01-20,78.66
AUD_10Y_5Y_AM,2017-01-03,74.6
AUD_10Y_5Y_AM,2017-01-04,75.0
AUD_10Y_5Y_AM,2017-01-05,74.38
AUD_10Y_5Y_AM,2017-01-06,73.75
AUD_10Y_5Y_AM,2017-01-09,73.92
AUD_10Y_5Y_AM,2017-01-10,74.59
AUD_10Y_5Y_AM,2017-01-11,74.66
AUD_10Y_5Y_AM,2017-01-12,74.72
AUD_10Y_5Y_AM,2017-01-13,74.42
AUD_10Y_5Y_AM,2017-01-16,74.5
AUD_10Y_5Y_AM,2017-01-17,74.04
AUD_10Y_5Y_AM,2017-01-18,75.08
AUD_10Y_5Y_AM,2017-01-19,77.04
AUD_10Y_5Y_AM,2017-01-20,74.63
AUD_10Y_5Y_N100,2017-01-03,69.18
AUD_10Y_5Y_N100,2017-01-04,69.53
AUD_10Y_5Y_N100,2017-01-05,68.84
AUD_10Y_5Y_N100,2017-01-06,68.09
AUD_10Y_5Y_N100,2017-01-09,68.32
AUD_10Y_5Y_N100,2017-01-10,68.97
AUD_10Y_5Y_N100,2017-01-11,69.07
AUD_10Y_5Y_N100,2017-01-12,68.95
AUD_10Y_5Y_N100,2017-01-13,68.73
AUD_10Y_5Y_N100,2017-01-16,68.85
AUD_10Y_5Y_N100,2017-01-17,68.32
AUD_10Y_5Y_N100,2017-01-18,69.4
AUD_10Y_5Y_N100,2017-01-19,71.55
AUD_10Y_5Y_N100,2017-01-20,69.25
AUD_10Y_5Y_N150,2017-01-03,66.1
AUD_10Y_5Y_N150,2017-01-04,66.41
AUD_10Y_5Y_N150,2017-01-05,65.68
AUD_10Y_5Y_N150,2017-01-06,64.84
AUD_10Y_5Y_N150,2017-01-09,65.11
AUD_10Y_5Y_N150,2017-01-10,65.75
AUD_10Y_5Y_N150,2017-01-11,65.87
AUD_10Y_5Y_N150,2017-01-12,65.63
AUD_10Y_5Y_N150,2017-01-13,65.47
AUD_10Y_5Y_N150,2017-01-16,65.61
AUD_10Y_5Y_N150,2017-01-17,65.03
AUD_10Y_5Y_N150,2017-01-18,66.14
AUD_10Y_5Y_N150,2017-01-19,68.44
AUD_10Y_5Y_N150,2017-01-20,66.19
AUD_10Y_5Y_N25,2017-01-03,73.32
AUD_10Y_5Y_N25,2017-01-04,73.71
AUD_10Y_5Y_N25,2017-01-05,73.07
AUD_10Y_5Y_N25,2017-01-06,72.42
AUD_10Y_5Y_N25,2017-01-09,72.6
AUD_10Y_5Y_N25,2017-01-10,73.26
AUD_10Y_5Y_N25,2017-01-11,73.34
AUD_10Y_5Y_N25,2017-01-12,73.36
AUD_10Y_5Y_N25,2017-01-13,73.08
AUD_10Y_5Y_N25,2017-01-16,73.17
AUD_10Y_5Y_N25,2017-01-17,72.69
AUD_10Y_5Y_N25,2017-01-18,73.74
AUD_10Y_5Y_N25,2017-01-19,75.74
AUD_10Y_5Y_N25,2017-01-20,73.36
AUD_10Y_5Y_N50,2017-01-03,71.99
AUD_10Y_5Y_N50,2017-01-04,72.37
AUD_10Y_5Y_N50,2017-01-05,71.72
AUD_10Y_5Y_N50,2017-01-06,71.04
AUD_10Y_5Y_N50,2017-01-09,71.23
AUD_10Y_5Y_N50,2017-01-10,71.89
AUD_10Y_5Y_N50,2017-01-11,71.98
AUD_10Y_5Y_N50,2017-01-12,71.95
AUD_10Y_5Y_N50,2017-01-13,71.69
AUD_10Y_5Y_N50,2017-01-16,71.79
AUD_10Y_5Y_N50,2017-01-17,71.29
AUD_10Y_5Y_N50,2017-01-18,72.35
AUD_10Y_5Y_N50,2017-01-19,74.4
AUD_10Y_5Y_N50,2017-01-20,72.04
AUD_10Y_5Y_P100,2017-01-03,79.33
AUD_10Y_5Y_P100,2017-01-04,79.78
AUD_10Y_5Y_P100,2017-01-05,79.2
AUD_10Y_5Y_P100,2017-01-06,78.66
AUD_10Y_5Y_P100,2017-01-09,78.78
AUD_10Y_5Y_P100,2017-01-10,79.48
AUD_10Y_5Y_P100,2017-01-11,79.53
AUD_10Y_5Y_P100,2017-01-12,79.72
AUD_10Y_5Y_P100,2017-01-13,79.35
AUD_10Y_5Y_P100,2017-01-16,79.41
AUD_10Y_5Y_P100,2017-01-17,78.99
AUD_10Y_5Y_P100,2017-01-18,80.01
AUD_10Y_5Y_P100,2017-01-19,81.85
AUD_10Y_5Y_P100,2017-01-20,79.34
AUD_10Y_5Y_P150,2017-01-03,81.5
AUD_10Y_5Y_P150,2017-01-04,81.97
AUD_10Y_5Y_P150,2017-01-05,81.42
AUD_10Y_5Y_P150,2017-01-06,80.91
AUD_10Y_5Y_P150,2017-01-09,81.01
AUD_10Y_5Y_P150,2017-01-10,81.72
AUD_10Y_5Y_P150,2017-01-11,81.76
AUD_10Y_5Y_P150,2017-01-12,82.02
AUD_10Y_5Y_P150,2017-01-13,81.62
AUD_10Y_5Y_P150,2017-01-16,81.67
AUD_10Y_5Y_P150,2017-01-17,81.26
AUD_10Y_5Y_P150,2017-01-18,82.28
AUD_10Y_5Y_P150,2017-01-19,84.06
AUD_10Y_5Y_P150,2017-01-20,81.51
AUD_10Y_5Y_P25,2017-01-03,75.83
AUD_10Y_5Y_P25,2017-01-04,76.25
AUD_10Y_5Y_P25,2017-01-05,75.64
AUD_10Y_5Y_P25,2017-01-06,75.03
AUD_10Y_5Y_P25,2017-01-09,75.19
AUD_10Y_5Y_P25,2017-01-10,75.87
AUD_10Y_5Y_P25,2017-01-11,75.93
AUD_10Y_5Y_P25,2017-01-12,76.03
AUD_10Y_5Y_P25,2017-01-13,75.71
AUD_10Y_5Y_P25,2017-01-16,75.79
AUD_10Y_5Y_P25,2017-01-17,75.33
AUD_10Y_5Y_P25,2017-01-18,76.37
AUD_10Y_5Y_P25,2017-01-19,78.29
AUD_10Y_5Y_P25,2017-01-20,75.86
AUD_10Y_5Y_P50,2017-01-03,77.03
AUD_10Y_5Y_P50,2017-01-04,77.46
AUD_10Y_5Y_P50,2017-01-05,76.86
AUD_10Y_5Y_P50,2017-01-06,76.28
AUD_10Y_5Y_P50,2017-01-09,76.42
AUD_10Y_5Y_P50,2017-01-10,77.11
AUD_10Y_5Y_P50,2017-01-11,77.17
AUD_10Y_5Y_P50,2017-01-12,77.3
AUD_10Y_5Y_P50,2017-01-13,76.96
AUD_10Y_5Y_P50,2017-01-16,77.03
AUD_10Y_5Y_P50,2017-01-17,76.59
AUD_10Y_5Y_P50,2017-01-18,77.62
AUD_10Y_5Y_P50,2017-01-19,79.51
AUD_10Y_5Y_P50,2017-01-20,77.06
AUD_10Y_7Y_AM,2017-01-03,73.16
AUD_10Y_7Y_AM,2017-01-04,73.73
AUD_10Y_7Y_AM,2017-01-05,73.33
AUD_10Y_7Y_AM,2017-01-06,73.14
AUD_10Y_7Y_AM,2017-01-09,73.3
AUD_10Y_7Y_AM,2017-01-10,73.57
AUD_10Y_7Y_AM,2017-01-11,73.28
AUD_10Y_7Y_AM,2017-01-12,73.23
AUD_10Y_7Y_AM,2017-01-13,73.35
AUD_10Y_7Y_AM,2017-01-16,73.08
AUD_10Y_7Y_AM,2017-01-17,73.28
AUD_10Y_7Y_AM,2017-01-18,73.77
AUD_10Y_7Y_AM,2017-01-19,74.95
AUD_10Y_7Y_AM,2017-01-20,73.42
AUD_10Y_7Y_N100,2017-01-03,67.86
AUD_10Y_7Y_N100,2017-01-04,68.34
AUD_10Y_7Y_N100,2017-01-05,67.88
AUD_10Y_7Y_N100,2017-01-06,67.57
AUD_10Y_7Y_N100,2017-01-09,67.78
AUD_10Y_7Y_N100,2017-01-10,68.03
AUD_10Y_7Y_N100,2017-01-11,67.8
AUD_10Y_7Y_N100,2017-01-12,67.59
AUD_10Y_7Y_N100,2017-01-13,67.75
AUD_10Y_7Y_N100,2017-01-16,67.54
AUD_10Y_7Y_N100,2017-01-17,67.65
AUD_10Y_7Y_N100,2017-01-18,68.2
AUD_10Y_7Y_N100,2017-01-19,69.57
AUD_10Y_7Y_N100,2017-01-20,68.15
AUD_10Y_7Y_N150,2017-01-03,64.84
AUD_10Y_7Y_N150,2017-01-04,65.27
AUD_10Y_7Y_N150,2017-01-05,64.77
AUD_10Y_7Y_N150,2017-01-06,64.37
AUD_10Y_7Y_N150,2017-01-09,64.63
AUD_10Y_7Y_N150,2017-01-10,64.86
AUD_10Y_7Y_N150,2017-01-11,64.67
AUD_10Y_7Y_N150,2017-01-12,64.36
AUD_10Y_7Y_N150,2017-01-13,64.54
AUD_10Y_7Y_N150,2017-01-16,64.36
AUD_10Y_7Y_N150,2017-01-17,64.42
AUD_10Y_7Y_N150,2017-01-18,65.01
AUD_10Y_7Y_N150,2017-01-19,66.51
AUD_10Y_7Y_N150,2017-01-20,65.16
AUD_10Y_7Y_N25,2017-01-03,71.91
AUD_10Y_7Y_N25,2017-01-04,72.46
AUD_10Y_7Y_N25,2017-01-05,72.05
AUD_10Y_7Y_N25,2017-01-06,71.83
AUD_10Y_7Y_N25,2017-01-09,72.0
AUD_10Y_7Y_N25,2017-01-10,72.26
AUD_10Y_7Y_N25,2017-01-11,71.99
AUD_10Y_7Y_N25,2017-01-12,71.9
AUD_10Y_7Y_N25,2017-01-13,72.03
AUD_10Y_7Y_N25,2017-01-16,71.78
AUD_10Y_7Y_N25,2017-01-17,71.96
AUD_10Y_7Y_N25,2017-01-18,72.46
AUD_10Y_7Y_N25,2017-01-19,73.68
AUD_10Y_7Y_N25,2017-01-20,72.18
AUD_10Y_7Y_N50,2017-01-03,70.61
AUD_10Y_7Y_N50,2017-01-04,71.14
AUD_10Y_7Y_N50,2017-01-05,70.72
AUD_10Y_7Y_N50,2017-01-06,70.47
AUD_10Y_7Y_N50,2017-01-09,70.65
AUD_10Y_7Y_N50,2017-01-10,70.91
AUD_10Y_7Y_N50,2017-01-11,70.65
AUD_10Y_7Y_N50,2017-01-12,70.53
