cfid,spotdate,spread
A_SF_XR_USD_10Y,2017-01-02,126.75
A_SF_XR_USD_10Y,2017-01-03,126.75
A_SF_XR_USD_10Y,2017-01-04,176.93
A_SF_XR_USD_10Y,2017-01-05,173.06
A_SF_XR_USD_10Y,2017-01-06,173.76
A_SF_XR_USD_10Y,2017-01-09,174.6
A_SF_XR_USD_10Y,2017-01-10,176.29
A_SF_XR_USD_10Y,2017-01-11,177.53
A_SF_XR_USD_10Y,2017-01-12,177.36
A_SF_XR_USD_10Y,2017-01-13,177.88
A_SF_XR_USD_10Y,2017-01-16,177.1
A_SF_XR_USD_10Y,2017-01-17,177.11
A_SF_XR_USD_10Y,2017-01-18,178.05
A_SF_XR_USD_10Y,2017-01-19,177.08
A_SF_XR_USD_10Y,2017-01-20,177.46
A_SF_XR_USD_5Y,2017-01-02,95.24
A_SF_XR_USD_5Y,2017-01-03,95.23
A_SF_XR_USD_5Y,2017-01-04,97.39
A_SF_XR_USD_5Y,2017-01-05,93.98
A_SF_XR_USD_5Y,2017-01-06,94.7
A_SF_XR_USD_5Y,2017-01-09,95.45
A_SF_XR_USD_5Y,2017-01-10,96.94
A_SF_XR_USD_5Y,2017-01-11,98.03
A_SF_XR_USD_5Y,2017-01-12,97.8
A_SF_XR_USD_5Y,2017-01-13,98.33
A_SF_XR_USD_5Y,2017-01-16,97.52
A_SF_XR_USD_5Y,2017-01-17,97.54
A_SF_XR_USD_5Y,2017-01-18,98.44
A_SF_XR_USD_5Y,2017-01-19,97.48
A_SF_XR_USD_5Y,2017-01-20,97.81
AAL_SF_MM_EUR_10Y,2017-01-02,319.74
AAL_SF_MM_EUR_10Y,2017-01-03,317.59
AAL_SF_MM_EUR_10Y,2017-01-04,317.66
AAL_SF_MM_EUR_10Y,2017-01-05,316.31
AAL_SF_MM_EUR_10Y,2017-01-06,319.12
AAL_SF_MM_EUR_10Y,2017-01-09,319.1
AAL_SF_MM_EUR_10Y,2017-01-10,319.11
AAL_SF_MM_EUR_10Y,2017-01-11,317.73
AAL_SF_MM_EUR_10Y,2017-01-12,319.24
AAL_SF_MM_EUR_10Y,2017-01-13,317.17
AAL_SF_MM_EUR_10Y,2017-01-16,317.19
AAL_SF_MM_EUR_10Y,2017-01-17,317.14
AAL_SF_MM_EUR_10Y,2017-01-18,312.14
AAL_SF_MM_EUR_10Y,2017-01-19,300.02
AAL_SF_MM_EUR_10Y,2017-01-20,296.97
AAL_SF_MM_EUR_5Y,2017-01-02,226.81
AAL_SF_MM_EUR_5Y,2017-01-03,224.71
AAL_SF_MM_EUR_5Y,2017-01-04,224.76
AAL_SF_MM_EUR_5Y,2017-01-05,223.34
AAL_SF_MM_EUR_5Y,2017-01-06,226.21
AAL_SF_MM_EUR_5Y,2017-01-09,226.17
AAL_SF_MM_EUR_5Y,2017-01-10,226.17
AAL_SF_MM_EUR_5Y,2017-01-11,224.71
AAL_SF_MM_EUR_5Y,2017-01-12,224.59
AAL_SF_MM_EUR_5Y,2017-01-13,222.58
AAL_SF_MM_EUR_5Y,2017-01-16,222.59
AAL_SF_MM_EUR_5Y,2017-01-17,222.48
AAL_SF_MM_EUR_5Y,2017-01-18,217.51
AAL_SF_MM_EUR_5Y,2017-01-19,205.07
AAL_SF_MM_EUR_5Y,2017-01-20,201.99
AALO_SF_XR_USD_10Y,2017-01-02,461.29
AALO_SF_XR_USD_10Y,2017-01-03,461.29
AALO_SF_XR_USD_10Y,2017-01-04,461.41
AALO_SF_XR_USD_10Y,2017-01-05,461.42
AALO_SF_XR_USD_10Y,2017-01-06,461.41
AALO_SF_XR_USD_10Y,2017-01-09,461.42
AALO_SF_XR_USD_10Y,2017-01-10,461.42
AALO_SF_XR_USD_10Y,2017-01-11,461.42
AALO_SF_XR_USD_10Y,2017-01-12,456.66
AALO_SF_XR_USD_10Y,2017-01-13,456.65
AALO_SF_XR_USD_10Y,2017-01-16,456.65
AALO_SF_XR_USD_10Y,2017-01-17,456.66
AALO_SF_XR_USD_10Y,2017-01-18,456.65
AALO_SF_XR_USD_10Y,2017-01-19,456.64
AALO_SF_XR_USD_10Y,2017-01-20,456.64
AALO_SF_XR_USD_5Y,2017-01-02,408.22
AALO_SF_XR_USD_5Y,2017-01-03,408.22
AALO_SF_XR_USD_5Y,2017-01-04,408.95
AALO_SF_XR_USD_5Y,2017-01-05,408.97
AALO_SF_XR_USD_5Y,2017-01-06,408.95
AALO_SF_XR_USD_5Y,2017-01-09,408.96
AALO_SF_XR_USD_5Y,2017-01-10,408.96
AALO_SF_XR_USD_5Y,2017-01-11,408.96
AALO_SF_XR_USD_5Y,2017-01-12,404.28
AALO_SF_XR_USD_5Y,2017-01-13,404.27
AALO_SF_XR_USD_5Y,2017-01-16,404.27
AALO_SF_XR_USD_5Y,2017-01-17,404.29
AALO_SF_XR_USD_5Y,2017-01-18,404.27
AALO_SF_XR_USD_5Y,2017-01-19,404.25
AALO_SF_XR_USD_5Y,2017-01-20,404.26
AAPL_SF_XR_USD_10Y,2017-01-02,32.57
AAPL_SF_XR_USD_10Y,2017-01-03,32.34
AAPL_SF_XR_USD_10Y,2017-01-04,31.43
AAPL_SF_XR_USD_10Y,2017-01-05,31.36
AAPL_SF_XR_USD_10Y,2017-01-06,31.36
AAPL_SF_XR_USD_10Y,2017-01-09,31.43
AAPL_SF_XR_USD_10Y,2017-01-10,31.39
AAPL_SF_XR_USD_10Y,2017-01-11,31.33
AAPL_SF_XR_USD_10Y,2017-01-12,31.61
AAPL_SF_XR_USD_10Y,2017-01-13,31.45
AAPL_SF_XR_USD_10Y,2017-01-16,31.47
AAPL_SF_XR_USD_10Y,2017-01-17,31.66
AAPL_SF_XR_USD_10Y,2017-01-18,31.39
AAPL_SF_XR_USD_10Y,2017-01-19,31.36
AAPL_SF_XR_USD_10Y,2017-01-20,31.31
AAPL_SF_XR_USD_5Y,2017-01-02,29.39
AAPL_SF_XR_USD_5Y,2017-01-03,29.28
AAPL_SF_XR_USD_5Y,2017-01-04,28.29
AAPL_SF_XR_USD_5Y,2017-01-05,28.27
AAPL_SF_XR_USD_5Y,2017-01-06,28.27
AAPL_SF_XR_USD_5Y,2017-01-09,28.3
AAPL_SF_XR_USD_5Y,2017-01-10,28.31
AAPL_SF_XR_USD_5Y,2017-01-11,28.29
AAPL_SF_XR_USD_5Y,2017-01-12,28.39
AAPL_SF_XR_USD_5Y,2017-01-13,28.33
AAPL_SF_XR_USD_5Y,2017-01-16,28.34
AAPL_SF_XR_USD_5Y,2017-01-17,28.41
AAPL_SF_XR_USD_5Y,2017-01-18,28.28
AAPL_SF_XR_USD_5Y,2017-01-19,28.26
AAPL_SF_XR_USD_5Y,2017-01-20,28.27
AB_SF_MM_EUR_10Y,2017-01-02,91.82
AB_SF_MM_EUR_10Y,2017-01-03,91.82
AB_SF_MM_EUR_10Y,2017-01-04,89.66
AB_SF_MM_EUR_10Y,2017-01-05,88.57
AB_SF_MM_EUR_10Y,2017-01-06,88.55
AB_SF_MM_EUR_10Y,2017-01-09,88.66
AB_SF_MM_EUR_10Y,2017-01-10,89.15
AB_SF_MM_EUR_10Y,2017-01-11,89.35
AB_SF_MM_EUR_10Y,2017-01-12,89.85
AB_SF_MM_EUR_10Y,2017-01-13,90.92
AB_SF_MM_EUR_10Y,2017-01-16,89.61
AB_SF_MM_EUR_10Y,2017-01-17,90.13
AB_SF_MM_EUR_10Y,2017-01-18,90.51
AB_SF_MM_EUR_10Y,2017-01-19,90.1
AB_SF_MM_EUR_10Y,2017-01-20,90.34
AB_SF_MM_EUR_5Y,2017-01-02,81.13
AB_SF_MM_EUR_5Y,2017-01-03,81.12
AB_SF_MM_EUR_5Y,2017-01-04,77.75
AB_SF_MM_EUR_5Y,2017-01-05,76.33
AB_SF_MM_EUR_5Y,2017-01-06,76.78
AB_SF_MM_EUR_5Y,2017-01-09,76.85
AB_SF_MM_EUR_5Y,2017-01-10,77.54
AB_SF_MM_EUR_5Y,2017-01-11,77.67
AB_SF_MM_EUR_5Y,2017-01-12,78.37
AB_SF_MM_EUR_5Y,2017-01-13,79.46
AB_SF_MM_EUR_5Y,2017-01-16,77.25
AB_SF_MM_EUR_5Y,2017-01-17,77.86
AB_SF_MM_EUR_5Y,2017-01-18,78.43
AB_SF_MM_EUR_5Y,2017-01-19,77.79
AB_SF_MM_EUR_5Y,2017-01-20,77.8
ABC_SF_XR_USD_10Y,2017-01-02,86.16
ABC_SF_XR_USD_10Y,2017-01-03,85.74
ABC_SF_XR_USD_10Y,2017-01-04,85.72
ABC_SF_XR_USD_10Y,2017-01-05,85.77
ABC_SF_XR_USD_10Y,2017-01-06,85.73
ABC_SF_XR_USD_10Y,2017-01-09,85.75
ABC_SF_XR_USD_10Y,2017-01-10,85.97
ABC_SF_XR_USD_10Y,2017-01-11,86.14
ABC_SF_XR_USD_10Y,2017-01-12,86.12
ABC_SF_XR_USD_10Y,2017-01-13,85.6
ABC_SF_XR_USD_10Y,2017-01-16,85.6
ABC_SF_XR_USD_10Y,2017-01-17,86.18
ABC_SF_XR_USD_10Y,2017-01-18,86.13
ABC_SF_XR_USD_10Y,2017-01-19,86.4
ABC_SF_XR_USD_10Y,2017-01-20,86.53
ABC_SF_XR_USD_5Y,2017-01-02,50.26
ABC_SF_XR_USD_5Y,2017-01-03,50.08
ABC_SF_XR_USD_5Y,2017-01-04,50.1
ABC_SF_XR_USD_5Y,2017-01-05,50.1
ABC_SF_XR_USD_5Y,2017-01-06,50.1
ABC_SF_XR_USD_5Y,2017-01-09,50.12
ABC_SF_XR_USD_5Y,2017-01-10,50.23
ABC_SF_XR_USD_5Y,2017-01-11,50.34
ABC_SF_XR_USD_5Y,2017-01-12,50.35
ABC_SF_XR_USD_5Y,2017-01-13,50.25
ABC_SF_XR_USD_5Y,2017-01-16,50.25
ABC_SF_XR_USD_5Y,2017-01-17,50.45
ABC_SF_XR_USD_5Y,2017-01-18,50.37
ABC_SF_XR_USD_5Y,2017-01-19,50.33
ABC_SF_XR_USD_5Y,2017-01-20,50.36
ABCB_SF_CR_USD_10Y,2017-01-02,538.82
ABCB_SF_CR_USD_10Y,2017-01-03,538.82
ABCB_SF_CR_USD_10Y,2017-01-04,524.75
ABCB_SF_CR_USD_10Y,2017-01-05,514.02
ABCB_SF_CR_USD_10Y,2017-01-06,516.74
ABCB_SF_CR_USD_10Y,2017-01-09,521.41
ABCB_SF_CR_USD_10Y,2017-01-10,525.89
ABCB_SF_CR_USD_10Y,2017-01-11,532.26
ABCB_SF_CR_USD_10Y,2017-01-12,532.94
ABCB_SF_CR_USD_10Y,2017-01-13,535.12
ABCB_SF_CR_USD_10Y,2017-01-16,532.49
ABCB_SF_CR_USD_10Y,2017-01-17,532.5
ABCB_SF_CR_USD_10Y,2017-01-18,535.54
ABCB_SF_CR_USD_10Y,2017-01-19,529.43
ABCB_SF_CR_USD_10Y,2017-01-20,534.35
ABCB_SF_CR_USD_5Y,2017-01-02,229.66
ABCB_SF_CR_USD_5Y,2017-01-03,229.66
ABCB_SF_CR_USD_5Y,2017-01-04,223.65
ABCB_SF_CR_USD_5Y,2017-01-05,219.09
ABCB_SF_CR_USD_5Y,2017-01-06,220.23
ABCB_SF_CR_USD_5Y,2017-01-09,222.23
ABCB_SF_CR_USD_5Y,2017-01-10,224.15
ABCB_SF_CR_USD_5Y,2017-01-11,226.86
ABCB_SF_CR_USD_5Y,2017-01-12,227.16
ABCB_SF_CR_USD_5Y,2017-01-13,228.08
ABCB_SF_CR_USD_5Y,2017-01-16,226.96
ABCB_SF_CR_USD_5Y,2017-01-17,226.98
ABCB_SF_CR_USD_5Y,2017-01-18,228.26
ABCB_SF_CR_USD_5Y,2017-01-19,225.64
ABCB_SF_CR_USD_5Y,2017-01-20,227.75
ABE_SF_MM_EUR_10Y,2017-01-02,152.58
ABE_SF_MM_EUR_10Y,2017-01-03,153.56
ABE_SF_MM_EUR_10Y,2017-01-04,153.72
ABE_SF_MM_EUR_10Y,2017-01-05,153.7
ABE_SF_MM_EUR_10Y,2017-01-06,153.87
ABE_SF_MM_EUR_10Y,2017-01-09,152.73
ABE_SF_MM_EUR_10Y,2017-01-10,152.46
ABE_SF_MM_EUR_10Y,2017-01-11,152.35
ABE_SF_MM_EUR_10Y,2017-01-12,152.31
ABE_SF_MM_EUR_10Y,2017-01-13,152.35
ABE_SF_MM_EUR_10Y,2017-01-16,152.28
ABE_SF_MM_EUR_10Y,2017-01-17,152.32
ABE_SF_MM_EUR_10Y,2017-01-18,152.3
ABE_SF_MM_EUR_10Y,2017-01-19,152.3
ABE_SF_MM_EUR_10Y,2017-01-20,153.68
ABE_SF_MM_EUR_5Y,2017-01-02,106.02
ABE_SF_MM_EUR_5Y,2017-01-03,114.47
ABE_SF_MM_EUR_5Y,2017-01-04,114.34
ABE_SF_MM_EUR_5Y,2017-01-05,114.31
ABE_SF_MM_EUR_5Y,2017-01-06,114.35
ABE_SF_MM_EUR_5Y,2017-01-09,114.25
ABE_SF_MM_EUR_5Y,2017-01-10,114.32
ABE_SF_MM_EUR_5Y,2017-01-11,114.32
ABE_SF_MM_EUR_5Y,2017-01-12,114.34
ABE_SF_MM_EUR_5Y,2017-01-13,114.35
ABE_SF_MM_EUR_5Y,2017-01-16,114.36
ABE_SF_MM_EUR_5Y,2017-01-17,114.38
ABE_SF_MM_EUR_5Y,2017-01-18,114.37
ABE_SF_MM_EUR_5Y,2017-01-19,114.36
ABE_SF_MM_EUR_5Y,2017-01-20,115.36
ABI_SF_MM_EUR_10Y,2017-01-02,106.52
ABI_SF_MM_EUR_10Y,2017-01-03,106.04
ABI_SF_MM_EUR_10Y,2017-01-04,106.04
ABI_SF_MM_EUR_10Y,2017-01-05,106.06
ABI_SF_MM_EUR_10Y,2017-01-06,106.05
ABI_SF_MM_EUR_10Y,2017-01-09,106.05
ABI_SF_MM_EUR_10Y,2017-01-10,104.59
ABI_SF_MM_EUR_10Y,2017-01-11,104.11
ABI_SF_MM_EUR_10Y,2017-01-12,104.12
ABI_SF_MM_EUR_10Y,2017-01-13,104.11
ABI_SF_MM_EUR_10Y,2017-01-16,104.11
ABI_SF_MM_EUR_10Y,2017-01-17,104.12
ABI_SF_MM_EUR_10Y,2017-01-18,104.11
ABI_SF_MM_EUR_10Y,2017-01-19,104.1
ABI_SF_MM_EUR_10Y,2017-01-20,104.1
ABI_SF_MM_EUR_5Y,2017-01-02,71.37
ABI_SF_MM_EUR_5Y,2017-01-03,70.85
ABI_SF_MM_EUR_5Y,2017-01-04,70.86
ABI_SF_MM_EUR_5Y,2017-01-05,70.89
ABI_SF_MM_EUR_5Y,2017-01-06,70.87
ABI_SF_MM_EUR_5Y,2017-01-09,70.87
ABI_SF_MM_EUR_5Y,2017-01-10,69.38
ABI_SF_MM_EUR_5Y,2017-01-11,68.89
ABI_SF_MM_EUR_5Y,2017-01-12,68.88
ABI_SF_MM_EUR_5Y,2017-01-13,68.87
ABI_SF_MM_EUR_5Y,2017-01-16,68.87
ABI_SF_MM_EUR_5Y,2017-01-17,68.89
ABI_SF_MM_EUR_5Y,2017-01-18,68.86
ABI_SF_MM_EUR_5Y,2017-01-19,68.84
ABI_SF_MM_EUR_5Y,2017-01-20,68.84
ABIANB_SF_XR_USD_10Y,2017-01-02,45.2
ABIANB_SF_XR_USD_10Y,2017-01-03,45.2
ABIANB_SF_XR_USD_10Y,2017-01-04,44.37
ABIANB_SF_XR_USD_10Y,2017-01-05,43.4
ABIANB_SF_XR_USD_10Y,2017-01-06,43.57
ABIANB_SF_XR_USD_10Y,2017-01-09,43.79
ABIANB_SF_XR_USD_10Y,2017-01-10,44.21
ABIANB_SF_XR_USD_10Y,2017-01-11,44.53
ABIANB_SF_XR_USD_10Y,2017-01-12,44.49
ABIANB_SF_XR_USD_10Y,2017-01-13,44.61
ABIANB_SF_XR_USD_10Y,2017-01-16,44.42
ABIANB_SF_XR_USD_10Y,2017-01-17,44.43
ABIANB_SF_XR_USD_10Y,2017-01-18,44.65
ABIANB_SF_XR_USD_10Y,2017-01-19,44.4
ABIANB_SF_XR_USD_10Y,2017-01-20,44.5
ABIANB_SF_XR_USD_5Y,2017-01-02,24.78
ABIANB_SF_XR_USD_5Y,2017-01-03,24.78
ABIANB_SF_XR_USD_5Y,2017-01-04,24.02
ABIANB_SF_XR_USD_5Y,2017-01-05,23.18
ABIANB_SF_XR_USD_5Y,2017-01-06,23.34
ABIANB_SF_XR_USD_5Y,2017-01-09,23.54
ABIANB_SF_XR_USD_5Y,2017-01-10,23.91
ABIANB_SF_XR_USD_5Y,2017-01-11,24.19
ABIANB_SF_XR_USD_5Y,2017-01-12,24.14
ABIANB_SF_XR_USD_5Y,2017-01-13,24.26
ABIANB_SF_XR_USD_5Y,2017-01-16,24.06
ABIANB_SF_XR_USD_5Y,2017-01-17,24.07
ABIANB_SF_XR_USD_5Y,2017-01-18,24.28
ABIANB_SF_XR_USD_5Y,2017-01-19,24.03
ABIANB_SF_XR_USD_5Y,2017-01-20,24.12
ABNAM_SF_MM_EUR_10Y,2017-01-02,82.29
ABNAM_SF_MM_EUR_10Y,2017-01-03,82.25
ABNAM_SF_MM_EUR_10Y,2017-01-04,82.28
ABNAM_SF_MM_EUR_10Y,2017-01-05,82.3
ABNAM_SF_MM_EUR_10Y,2017-01-06,82.26
ABNAM_SF_MM_EUR_10Y,2017-01-09,82.28
ABNAM_SF_MM_EUR_10Y,2017-01-10,82.29
ABNAM_SF_MM_EUR_10Y,2017-01-11,82.3
ABNAM_SF_MM_EUR_10Y,2017-01-12,82.3
ABNAM_SF_MM_EUR_10Y,2017-01-13,82.27
ABNAM_SF_MM_EUR_10Y,2017-01-16,82.29
ABNAM_SF_MM_EUR_10Y,2017-01-17,82.29
ABNAM_SF_MM_EUR_10Y,2017-01-18,82.24
ABNAM_SF_MM_EUR_10Y,2017-01-19,82.22
ABNAM_SF_MM_EUR_10Y,2017-01-20,82.22
ABNAM_SF_MM_EUR_5Y,2017-01-02,62.09
ABNAM_SF_MM_EUR_5Y,2017-01-03,62.07
ABNAM_SF_MM_EUR_5Y,2017-01-04,62.08
ABNAM_SF_MM_EUR_5Y,2017-01-05,62.1
ABNAM_SF_MM_EUR_5Y,2017-01-06,62.08
ABNAM_SF_MM_EUR_5Y,2017-01-09,62.09
ABNAM_SF_MM_EUR_5Y,2017-01-10,62.09
ABNAM_SF_MM_EUR_5Y,2017-01-11,62.1
ABNAM_SF_MM_EUR_5Y,2017-01-12,62.1
ABNAM_SF_MM_EUR_5Y,2017-01-13,62.08
ABNAM_SF_MM_EUR_5Y,2017-01-16,62.09
ABNAM_SF_MM_EUR_5Y,2017-01-17,62.1
ABNAM_SF_MM_EUR_5Y,2017-01-18,62.05
ABNAM_SF_MM_EUR_5Y,2017-01-19,62.04
ABNAM_SF_MM_EUR_5Y,2017-01-20,62.04
ABSXR_SF_XR_USD_10Y,2017-01-02,333.5
ABSXR_SF_XR_USD_10Y,2017-01-03,333.08
ABSXR_SF_XR_USD_10Y,2017-01-04,333.51
ABSXR_SF_XR_USD_10Y,2017-01-05,333.43
ABSXR_SF_XR_USD_10Y,2017-01-06,333.46
ABSXR_SF_XR_USD_10Y,2017-01-09,333.56
ABSXR_SF_XR_USD_10Y,2017-01-10,333.49
ABSXR_SF_XR_USD_10Y,2017-01-11,333.39
ABSXR_SF_XR_USD_10Y,2017-01-12,333.88
ABSXR_SF_XR_USD_10Y,2017-01-13,333.6
ABSXR_SF_XR_USD_10Y,2017-01-16,333.61
ABSXR_SF_XR_USD_10Y,2017-01-17,333.94
ABSXR_SF_XR_USD_10Y,2017-01-18,333.49
ABSXR_SF_XR_USD_10Y,2017-01-19,333.42
ABSXR_SF_XR_USD_10Y,2017-01-20,333.31
ABSXR_SF_XR_USD_5Y,2017-01-02,269.8
ABSXR_SF_XR_USD_5Y,2017-01-03,269.53
ABSXR_SF_XR_USD_5Y,2017-01-04,269.75
ABSXR_SF_XR_USD_5Y,2017-01-05,269.73
ABSXR_SF_XR_USD_5Y,2017-01-06,269.73
ABSXR_SF_XR_USD_5Y,2017-01-09,269.77
ABSXR_SF_XR_USD_5Y,2017-01-10,269.77
ABSXR_SF_XR_USD_5Y,2017-01-11,269.72
ABSXR_SF_XR_USD_5Y,2017-01-12,269.98
ABSXR_SF_XR_USD_5Y,2017-01-13,269.82
ABSXR_SF_XR_USD_5Y,2017-01-16,269.81
ABSXR_SF_XR_USD_5Y,2017-01-17,269.97
ABSXR_SF_XR_USD_5Y,2017-01-18,269.66
ABSXR_SF_XR_USD_5Y,2017-01-19,269.66
ABSXR_SF_XR_USD_5Y,2017-01-20,269.62
ABSXSE_SF_XR_USD_10Y,2017-01-02,329.2
ABSXSE_SF_XR_USD_10Y,2017-01-03,329.53
ABSXSE_SF_XR_USD_10Y,2017-01-04,329.2
ABSXSE_SF_XR_USD_10Y,2017-01-05,331.18
ABSXSE_SF_XR_USD_10Y,2017-01-06,331.52
ABSXSE_SF_XR_USD_10Y,2017-01-09,330.04
ABSXSE_SF_XR_USD_10Y,2017-01-10,327.78
ABSXSE_SF_XR_USD_10Y,2017-01-11,327.86
ABSXSE_SF_XR_USD_10Y,2017-01-12,327.55
ABSXSE_SF_XR_USD_10Y,2017-01-13,327.76
ABSXSE_SF_XR_USD_10Y,2017-01-16,327.76
ABSXSE_SF_XR_USD_10Y,2017-01-17,327.51
ABSXSE_SF_XR_USD_10Y,2017-01-18,327.87
ABSXSE_SF_XR_USD_10Y,2017-01-19,327.91
ABSXSE_SF_XR_USD_10Y,2017-01-20,327.99
ABSXSE_SF_XR_USD_5Y,2017-01-02,243.95
ABSXSE_SF_XR_USD_5Y,2017-01-03,244.04
ABSXSE_SF_XR_USD_5Y,2017-01-04,243.97
ABSXSE_SF_XR_USD_5Y,2017-01-05,242.1
ABSXSE_SF_XR_USD_5Y,2017-01-06,242.17
ABSXSE_SF_XR_USD_5Y,2017-01-09,241.19
ABSXSE_SF_XR_USD_5Y,2017-01-10,239.37
ABSXSE_SF_XR_USD_5Y,2017-01-11,239.39
ABSXSE_SF_XR_USD_5Y,2017-01-12,241.56
ABSXSE_SF_XR_USD_5Y,2017-01-13,241.61
ABSXSE_SF_XR_USD_5Y,2017-01-16,241.61
ABSXSE_SF_XR_USD_5Y,2017-01-17,241.58
ABSXSE_SF_XR_USD_5Y,2017-01-18,241.66
ABSXSE_SF_XR_USD_5Y,2017-01-19,241.64
ABSXSE_SF_XR_USD_5Y,2017-01-20,241.66
ABT_SF_XR_USD_10Y,2017-01-02,102.67
ABT_SF_XR_USD_10Y,2017-01-03,101.85
ABT_SF_XR_USD_10Y,2017-01-04,101.84
ABT_SF_XR_USD_10Y,2017-01-05,101.86
ABT_SF_XR_USD_10Y,2017-01-06,101.85
ABT_SF_XR_USD_10Y,2017-01-09,101.86
ABT_SF_XR_USD_10Y,2017-01-10,101.86
ABT_SF_XR_USD_10Y,2017-01-11,101.86
ABT_SF_XR_USD_10Y,2017-01-12,102.68
ABT_SF_XR_USD_10Y,2017-01-13,102.67
ABT_SF_XR_USD_10Y,2017-01-16,102.67
ABT_SF_XR_USD_10Y,2017-01-17,102.68
ABT_SF_XR_USD_10Y,2017-01-18,102.68
ABT_SF_XR_USD_10Y,2017-01-19,102.67
ABT_SF_XR_USD_10Y,2017-01-20,102.67
ABT_SF_XR_USD_5Y,2017-01-02,62.65
ABT_SF_XR_USD_5Y,2017-01-03,62.12
ABT_SF_XR_USD_5Y,2017-01-04,62.14
ABT_SF_XR_USD_5Y,2017-01-05,62.16
ABT_SF_XR_USD_5Y,2017-01-06,62.14
ABT_SF_XR_USD_5Y,2017-01-09,62.16
ABT_SF_XR_USD_5Y,2017-01-10,62.16
ABT_SF_XR_USD_5Y,2017-01-11,62.16
ABT_SF_XR_USD_5Y,2017-01-12,62.68
ABT_SF_XR_USD_5Y,2017-01-13,62.66
ABT_SF_XR_USD_5Y,2017-01-16,62.66
ABT_SF_XR_USD_5Y,2017-01-17,62.7
ABT_SF_XR_USD_5Y,2017-01-18,62.64
ABT_SF_XR_USD_5Y,2017-01-19,62.65
ABT_SF_XR_USD_5Y,2017-01-20,62.64
ABX_SF_XR_USD_10Y,2017-01-02,243.68
ABX_SF_XR_USD_10Y,2017-01-03,237.49
ABX_SF_XR_USD_10Y,2017-01-04,231.52
ABX_SF_XR_USD_10Y,2017-01-05,222.12
ABX_SF_XR_USD_10Y,2017-01-06,219.36
ABX_SF_XR_USD_10Y,2017-01-09,217.33
ABX_SF_XR_USD_10Y,2017-01-10,216.43
ABX_SF_XR_USD_10Y,2017-01-11,212.03
ABX_SF_XR_USD_10Y,2017-01-12,207.08
ABX_SF_XR_USD_10Y,2017-01-13,206.23
ABX_SF_XR_USD_10Y,2017-01-16,206.23
ABX_SF_XR_USD_10Y,2017-01-17,201.29
ABX_SF_XR_USD_10Y,2017-01-18,200.95
ABX_SF_XR_USD_10Y,2017-01-19,200.95
ABX_SF_XR_USD_10Y,2017-01-20,200.18
ABX_SF_XR_USD_5Y,2017-01-02,160.05
ABX_SF_XR_USD_5Y,2017-01-03,154.38
ABX_SF_XR_USD_5Y,2017-01-04,149.21
ABX_SF_XR_USD_5Y,2017-01-05,141.19
ABX_SF_XR_USD_5Y,2017-01-06,138.86
ABX_SF_XR_USD_5Y,2017-01-09,136.94
ABX_SF_XR_USD_5Y,2017-01-10,135.99
ABX_SF_XR_USD_5Y,2017-01-11,132.19
ABX_SF_XR_USD_5Y,2017-01-12,128.88
ABX_SF_XR_USD_5Y,2017-01-13,127.93
ABX_SF_XR_USD_5Y,2017-01-16,127.93
ABX_SF_XR_USD_5Y,2017-01-17,124.13
ABX_SF_XR_USD_5Y,2017-01-18,123.65
ABX_SF_XR_USD_5Y,2017-01-19,123.64
ABX_SF_XR_USD_5Y,2017-01-20,123.16
ABXBA_SF_XR_USD_10Y,2017-01-02,236.53
ABXBA_SF_XR_USD_10Y,2017-01-03,232.37
ABXBA_SF_XR_USD_10Y,2017-01-04,226.68
ABXBA_SF_XR_USD_10Y,2017-01-05,216.95
ABXBA_SF_XR_USD_10Y,2017-01-06,213.16
ABXBA_SF_XR_USD_10Y,2017-01-09,212.72
ABXBA_SF_XR_USD_10Y,2017-01-10,212.76
ABXBA_SF_XR_USD_10Y,2017-01-11,208.48
ABXBA_SF_XR_USD_10Y,2017-01-12,198.48
ABXBA_SF_XR_USD_10Y,2017-01-13,198.6
ABXBA_SF_XR_USD_10Y,2017-01-16,198.59
ABXBA_SF_XR_USD_10Y,2017-01-17,191.36
ABXBA_SF_XR_USD_10Y,2017-01-18,191.61
ABXBA_SF_XR_USD_10Y,2017-01-19,191.64
ABXBA_SF_XR_USD_10Y,2017-01-20,190.08
ABXBA_SF_XR_USD_5Y,2017-01-02,158.67
ABXBA_SF_XR_USD_5Y,2017-01-03,155.84
ABXBA_SF_XR_USD_5Y,2017-01-04,151.99
ABXBA_SF_XR_USD_5Y,2017-01-05,145.34
ABXBA_SF_XR_USD_5Y,2017-01-06,142.53
ABXBA_SF_XR_USD_5Y,2017-01-09,142.47
ABXBA_SF_XR_USD_5Y,2017-01-10,142.47
ABXBA_SF_XR_USD_5Y,2017-01-11,139.58
ABXBA_SF_XR_USD_5Y,2017-01-12,132.86
ABXBA_SF_XR_USD_5Y,2017-01-13,132.87
ABXBA_SF_XR_USD_5Y,2017-01-16,132.87
ABXBA_SF_XR_USD_5Y,2017-01-17,128.05
ABXBA_SF_XR_USD_5Y,2017-01-18,128.08
ABXBA_SF_XR_USD_5Y,2017-01-19,128.06
ABXBA_SF_XR_USD_5Y,2017-01-20,127.07
ACB_SF_MM_EUR_10Y,2017-01-02,656.15
ACB_SF_MM_EUR_10Y,2017-01-03,656.36
ACB_SF_MM_EUR_10Y,2017-01-04,656.38
