cfid,spotdate,spread
BKIR_SF_MM_EUR_10Y,2017-01-10,165.34
BKIR_SF_MM_EUR_10Y,2017-01-11,165.72
BKIR_SF_MM_EUR_10Y,2017-01-12,166.63
BKIR_SF_MM_EUR_10Y,2017-01-13,168.62
BKIR_SF_MM_EUR_10Y,2017-01-16,166.2
BKIR_SF_MM_EUR_10Y,2017-01-17,167.15
BKIR_SF_MM_EUR_10Y,2017-01-18,167.87
BKIR_SF_MM_EUR_10Y,2017-01-19,167.11
BKIR_SF_MM_EUR_10Y,2017-01-20,167.55
BKIR_SF_MM_EUR_5Y,2017-01-02,183.41
BKIR_SF_MM_EUR_5Y,2017-01-03,183.4
BKIR_SF_MM_EUR_5Y,2017-01-04,175.8
BKIR_SF_MM_EUR_5Y,2017-01-05,172.59
BKIR_SF_MM_EUR_5Y,2017-01-06,173.61
BKIR_SF_MM_EUR_5Y,2017-01-09,173.77
BKIR_SF_MM_EUR_5Y,2017-01-10,175.31
BKIR_SF_MM_EUR_5Y,2017-01-11,175.6
BKIR_SF_MM_EUR_5Y,2017-01-12,177.17
BKIR_SF_MM_EUR_5Y,2017-01-13,179.64
BKIR_SF_MM_EUR_5Y,2017-01-16,174.67
BKIR_SF_MM_EUR_5Y,2017-01-17,176.03
BKIR_SF_MM_EUR_5Y,2017-01-18,177.33
BKIR_SF_MM_EUR_5Y,2017-01-19,175.92
BKIR_SF_MM_EUR_5Y,2017-01-20,175.92
BKIR_SU_MM_EUR_10Y,2017-01-02,403.39
BKIR_SU_MM_EUR_10Y,2017-01-03,403.19
BKIR_SU_MM_EUR_10Y,2017-01-04,403.32
BKIR_SU_MM_EUR_10Y,2017-01-05,403.37
BKIR_SU_MM_EUR_10Y,2017-01-06,403.26
BKIR_SU_MM_EUR_10Y,2017-01-09,403.31
BKIR_SU_MM_EUR_10Y,2017-01-10,403.31
BKIR_SU_MM_EUR_10Y,2017-01-11,403.39
BKIR_SU_MM_EUR_10Y,2017-01-12,403.38
BKIR_SU_MM_EUR_10Y,2017-01-13,403.26
BKIR_SU_MM_EUR_10Y,2017-01-16,403.33
BKIR_SU_MM_EUR_10Y,2017-01-17,403.29
BKIR_SU_MM_EUR_10Y,2017-01-18,403.13
BKIR_SU_MM_EUR_10Y,2017-01-19,403.11
BKIR_SU_MM_EUR_10Y,2017-01-20,403.07
BKIR_SU_MM_EUR_5Y,2017-01-02,353.99
BKIR_SU_MM_EUR_5Y,2017-01-03,353.9
BKIR_SU_MM_EUR_5Y,2017-01-04,353.95
BKIR_SU_MM_EUR_5Y,2017-01-05,353.96
BKIR_SU_MM_EUR_5Y,2017-01-06,353.91
BKIR_SU_MM_EUR_5Y,2017-01-09,353.93
BKIR_SU_MM_EUR_5Y,2017-01-10,353.92
BKIR_SU_MM_EUR_5Y,2017-01-11,353.95
BKIR_SU_MM_EUR_5Y,2017-01-12,353.93
BKIR_SU_MM_EUR_5Y,2017-01-13,353.87
BKIR_SU_MM_EUR_5Y,2017-01-16,353.91
BKIR_SU_MM_EUR_5Y,2017-01-17,353.89
BKIR_SU_MM_EUR_5Y,2017-01-18,353.77
BKIR_SU_MM_EUR_5Y,2017-01-19,353.76
BKIR_SU_MM_EUR_5Y,2017-01-20,353.74
BKT_SF_MM_EUR_10Y,2017-01-02,148.95
BKT_SF_MM_EUR_10Y,2017-01-03,146.62
BKT_SF_MM_EUR_10Y,2017-01-04,144.11
BKT_SF_MM_EUR_10Y,2017-01-05,144.09
BKT_SF_MM_EUR_10Y,2017-01-06,146.1
BKT_SF_MM_EUR_10Y,2017-01-09,146.08
BKT_SF_MM_EUR_10Y,2017-01-10,149.01
BKT_SF_MM_EUR_10Y,2017-01-11,151.41
BKT_SF_MM_EUR_10Y,2017-01-12,151.42
BKT_SF_MM_EUR_10Y,2017-01-13,151.48
BKT_SF_MM_EUR_10Y,2017-01-16,151.44
BKT_SF_MM_EUR_10Y,2017-01-17,151.48
BKT_SF_MM_EUR_10Y,2017-01-18,151.56
BKT_SF_MM_EUR_10Y,2017-01-19,151.55
BKT_SF_MM_EUR_10Y,2017-01-20,151.58
BKT_SF_MM_EUR_5Y,2017-01-02,111.54
BKT_SF_MM_EUR_5Y,2017-01-03,111.54
BKT_SF_MM_EUR_5Y,2017-01-04,106.9
BKT_SF_MM_EUR_5Y,2017-01-05,104.96
BKT_SF_MM_EUR_5Y,2017-01-06,105.57
BKT_SF_MM_EUR_5Y,2017-01-09,105.67
BKT_SF_MM_EUR_5Y,2017-01-10,106.61
BKT_SF_MM_EUR_5Y,2017-01-11,106.79
BKT_SF_MM_EUR_5Y,2017-01-12,107.75
BKT_SF_MM_EUR_5Y,2017-01-13,109.25
BKT_SF_MM_EUR_5Y,2017-01-16,106.22
BKT_SF_MM_EUR_5Y,2017-01-17,107.06
BKT_SF_MM_EUR_5Y,2017-01-18,107.84
BKT_SF_MM_EUR_5Y,2017-01-19,106.97
BKT_SF_MM_EUR_5Y,2017-01-20,106.97
BKT_SU_MM_EUR_10Y,2017-01-02,305.86
BKT_SU_MM_EUR_10Y,2017-01-03,301.52
BKT_SU_MM_EUR_10Y,2017-01-04,298.8
BKT_SU_MM_EUR_10Y,2017-01-05,298.7
BKT_SU_MM_EUR_10Y,2017-01-06,303.79
BKT_SU_MM_EUR_10Y,2017-01-09,303.67
BKT_SU_MM_EUR_10Y,2017-01-10,308.5
BKT_SU_MM_EUR_10Y,2017-01-11,310.71
BKT_SU_MM_EUR_10Y,2017-01-12,310.74
BKT_SU_MM_EUR_10Y,2017-01-13,311.04
BKT_SU_MM_EUR_10Y,2017-01-16,310.86
BKT_SU_MM_EUR_10Y,2017-01-17,310.99
BKT_SU_MM_EUR_10Y,2017-01-18,311.35
BKT_SU_MM_EUR_10Y,2017-01-19,311.37
BKT_SU_MM_EUR_10Y,2017-01-20,311.48
BKT_SU_MM_EUR_5Y,2017-01-02,256.46
BKT_SU_MM_EUR_5Y,2017-01-03,251.65
BKT_SU_MM_EUR_5Y,2017-01-04,249.14
BKT_SU_MM_EUR_5Y,2017-01-05,249.17
BKT_SU_MM_EUR_5Y,2017-01-06,254.09
BKT_SU_MM_EUR_5Y,2017-01-09,254.09
BKT_SU_MM_EUR_5Y,2017-01-10,259.01
BKT_SU_MM_EUR_5Y,2017-01-11,261.41
BKT_SU_MM_EUR_5Y,2017-01-12,261.46
BKT_SU_MM_EUR_5Y,2017-01-13,261.51
BKT_SU_MM_EUR_5Y,2017-01-16,261.46
BKT_SU_MM_EUR_5Y,2017-01-17,261.53
BKT_SU_MM_EUR_5Y,2017-01-18,261.6
BKT_SU_MM_EUR_5Y,2017-01-19,261.59
BKT_SU_MM_EUR_5Y,2017-01-20,261.62
BLGG_SF_MM_EUR_10Y,2017-01-02,96.07
BLGG_SF_MM_EUR_10Y,2017-01-03,94.14
BLGG_SF_MM_EUR_10Y,2017-01-04,93.17
BLGG_SF_MM_EUR_10Y,2017-01-05,94.16
BLGG_SF_MM_EUR_10Y,2017-01-06,94.14
BLGG_SF_MM_EUR_10Y,2017-01-09,94.15
BLGG_SF_MM_EUR_10Y,2017-01-10,94.15
BLGG_SF_MM_EUR_10Y,2017-01-11,94.16
BLGG_SF_MM_EUR_10Y,2017-01-12,94.16
BLGG_SF_MM_EUR_10Y,2017-01-13,94.14
BLGG_SF_MM_EUR_10Y,2017-01-16,94.14
BLGG_SF_MM_EUR_10Y,2017-01-17,94.15
BLGG_SF_MM_EUR_10Y,2017-01-18,94.13
BLGG_SF_MM_EUR_10Y,2017-01-19,91.21
BLGG_SF_MM_EUR_10Y,2017-01-20,88.78
BLGG_SF_MM_EUR_5Y,2017-01-02,66.43
BLGG_SF_MM_EUR_5Y,2017-01-03,64.45
BLGG_SF_MM_EUR_5Y,2017-01-04,63.48
BLGG_SF_MM_EUR_5Y,2017-01-05,64.49
BLGG_SF_MM_EUR_5Y,2017-01-06,64.46
BLGG_SF_MM_EUR_5Y,2017-01-09,64.47
BLGG_SF_MM_EUR_5Y,2017-01-10,64.47
BLGG_SF_MM_EUR_5Y,2017-01-11,64.48
BLGG_SF_MM_EUR_5Y,2017-01-12,64.48
BLGG_SF_MM_EUR_5Y,2017-01-13,64.46
BLGG_SF_MM_EUR_5Y,2017-01-16,64.47
BLGG_SF_MM_EUR_5Y,2017-01-17,64.47
BLGG_SF_MM_EUR_5Y,2017-01-18,64.43
BLGG_SF_MM_EUR_5Y,2017-01-19,64.41
BLGG_SF_MM_EUR_5Y,2017-01-20,61.97
BLGG_SU_MM_EUR_10Y,2017-01-02,251.3
BLGG_SU_MM_EUR_10Y,2017-01-03,246.31
BLGG_SU_MM_EUR_10Y,2017-01-04,243.96
BLGG_SU_MM_EUR_10Y,2017-01-05,246.44
BLGG_SU_MM_EUR_10Y,2017-01-06,246.36
BLGG_SU_MM_EUR_10Y,2017-01-09,246.4
BLGG_SU_MM_EUR_10Y,2017-01-10,248.83
BLGG_SU_MM_EUR_10Y,2017-01-11,253.74
BLGG_SU_MM_EUR_10Y,2017-01-12,258.6
BLGG_SU_MM_EUR_10Y,2017-01-13,253.67
BLGG_SU_MM_EUR_10Y,2017-01-16,256.14
BLGG_SU_MM_EUR_10Y,2017-01-17,256.13
BLGG_SU_MM_EUR_10Y,2017-01-18,256.04
BLGG_SU_MM_EUR_10Y,2017-01-19,256.03
BLGG_SU_MM_EUR_10Y,2017-01-20,251.12
BLGG_SU_MM_EUR_5Y,2017-01-02,206.16
BLGG_SU_MM_EUR_5Y,2017-01-03,201.18
BLGG_SU_MM_EUR_5Y,2017-01-04,198.74
BLGG_SU_MM_EUR_5Y,2017-01-05,201.23
BLGG_SU_MM_EUR_5Y,2017-01-06,201.19
BLGG_SU_MM_EUR_5Y,2017-01-09,201.21
BLGG_SU_MM_EUR_5Y,2017-01-10,203.67
BLGG_SU_MM_EUR_5Y,2017-01-11,208.62
BLGG_SU_MM_EUR_5Y,2017-01-12,213.53
BLGG_SU_MM_EUR_5Y,2017-01-13,208.56
BLGG_SU_MM_EUR_5Y,2017-01-16,211.06
BLGG_SU_MM_EUR_5Y,2017-01-17,211.04
BLGG_SU_MM_EUR_5Y,2017-01-18,210.97
BLGG_SU_MM_EUR_5Y,2017-01-19,210.96
BLGG_SU_MM_EUR_5Y,2017-01-20,206.02
BLK_SF_XR_USD_10Y,2017-01-02,70.32
BLK_SF_XR_USD_10Y,2017-01-03,70.32
BLK_SF_XR_USD_10Y,2017-01-04,69.03
BLK_SF_XR_USD_10Y,2017-01-05,67.52
BLK_SF_XR_USD_10Y,2017-01-06,67.79
BLK_SF_XR_USD_10Y,2017-01-09,68.12
BLK_SF_XR_USD_10Y,2017-01-10,68.78
BLK_SF_XR_USD_10Y,2017-01-11,69.27
BLK_SF_XR_USD_10Y,2017-01-12,69.2
BLK_SF_XR_USD_10Y,2017-01-13,69.4
BLK_SF_XR_USD_10Y,2017-01-16,69.1
BLK_SF_XR_USD_10Y,2017-01-17,69.11
BLK_SF_XR_USD_10Y,2017-01-18,69.47
BLK_SF_XR_USD_10Y,2017-01-19,69.08
BLK_SF_XR_USD_10Y,2017-01-20,69.23
BLK_SF_XR_USD_5Y,2017-01-02,39.14
BLK_SF_XR_USD_5Y,2017-01-03,39.14
BLK_SF_XR_USD_5Y,2017-01-04,37.94
BLK_SF_XR_USD_5Y,2017-01-05,36.62
BLK_SF_XR_USD_5Y,2017-01-06,36.89
BLK_SF_XR_USD_5Y,2017-01-09,37.19
BLK_SF_XR_USD_5Y,2017-01-10,37.77
BLK_SF_XR_USD_5Y,2017-01-11,38.2
BLK_SF_XR_USD_5Y,2017-01-12,38.12
BLK_SF_XR_USD_5Y,2017-01-13,38.32
BLK_SF_XR_USD_5Y,2017-01-16,38.0
BLK_SF_XR_USD_5Y,2017-01-17,38.02
BLK_SF_XR_USD_5Y,2017-01-18,38.36
BLK_SF_XR_USD_5Y,2017-01-19,37.97
BLK_SF_XR_USD_5Y,2017-01-20,38.1
BLL_SF_XR_USD_10Y,2017-01-02,196.91
BLL_SF_XR_USD_10Y,2017-01-03,196.99
BLL_SF_XR_USD_10Y,2017-01-04,196.92
BLL_SF_XR_USD_10Y,2017-01-05,196.94
BLL_SF_XR_USD_10Y,2017-01-06,197.01
BLL_SF_XR_USD_10Y,2017-01-09,194.31
BLL_SF_XR_USD_10Y,2017-01-10,198.66
BLL_SF_XR_USD_10Y,2017-01-11,198.68
BLL_SF_XR_USD_10Y,2017-01-12,198.58
BLL_SF_XR_USD_10Y,2017-01-13,198.63
BLL_SF_XR_USD_10Y,2017-01-16,198.62
BLL_SF_XR_USD_10Y,2017-01-17,198.56
BLL_SF_XR_USD_10Y,2017-01-18,196.29
BLL_SF_XR_USD_10Y,2017-01-19,196.27
BLL_SF_XR_USD_10Y,2017-01-20,196.27
BLL_SF_XR_USD_5Y,2017-01-02,121.51
BLL_SF_XR_USD_5Y,2017-01-03,121.51
BLL_SF_XR_USD_5Y,2017-01-04,121.5
BLL_SF_XR_USD_5Y,2017-01-05,121.54
BLL_SF_XR_USD_5Y,2017-01-06,117.56
BLL_SF_XR_USD_5Y,2017-01-09,117.94
BLL_SF_XR_USD_5Y,2017-01-10,118.44
BLL_SF_XR_USD_5Y,2017-01-11,118.45
BLL_SF_XR_USD_5Y,2017-01-12,118.44
BLL_SF_XR_USD_5Y,2017-01-13,118.44
BLL_SF_XR_USD_5Y,2017-01-16,118.44
BLL_SF_XR_USD_5Y,2017-01-17,118.45
BLL_SF_XR_USD_5Y,2017-01-18,118.3
BLL_SF_XR_USD_5Y,2017-01-19,118.29
BLL_SF_XR_USD_5Y,2017-01-20,118.3
BLLRM_SF_MM_EUR_10Y,2017-01-02,90.26
BLLRM_SF_MM_EUR_10Y,2017-01-03,90.26
BLLRM_SF_MM_EUR_10Y,2017-01-04,90.19
BLLRM_SF_MM_EUR_10Y,2017-01-05,90.25
BLLRM_SF_MM_EUR_10Y,2017-01-06,90.24
BLLRM_SF_MM_EUR_10Y,2017-01-09,90.25
BLLRM_SF_MM_EUR_10Y,2017-01-10,90.25
BLLRM_SF_MM_EUR_10Y,2017-01-11,90.25
BLLRM_SF_MM_EUR_10Y,2017-01-12,90.26
BLLRM_SF_MM_EUR_10Y,2017-01-13,90.25
BLLRM_SF_MM_EUR_10Y,2017-01-16,90.26
BLLRM_SF_MM_EUR_10Y,2017-01-17,90.27
BLLRM_SF_MM_EUR_10Y,2017-01-18,90.25
BLLRM_SF_MM_EUR_10Y,2017-01-19,90.22
BLLRM_SF_MM_EUR_10Y,2017-01-20,90.22
BLLRM_SF_MM_EUR_5Y,2017-01-02,60.54
BLLRM_SF_MM_EUR_5Y,2017-01-03,60.53
BLLRM_SF_MM_EUR_5Y,2017-01-04,60.47
BLLRM_SF_MM_EUR_5Y,2017-01-05,60.53
BLLRM_SF_MM_EUR_5Y,2017-01-06,60.52
BLLRM_SF_MM_EUR_5Y,2017-01-09,60.54
BLLRM_SF_MM_EUR_5Y,2017-01-10,60.53
BLLRM_SF_MM_EUR_5Y,2017-01-11,60.53
BLLRM_SF_MM_EUR_5Y,2017-01-12,60.54
BLLRM_SF_MM_EUR_5Y,2017-01-13,60.53
BLLRM_SF_MM_EUR_5Y,2017-01-16,60.54
BLLRM_SF_MM_EUR_5Y,2017-01-17,60.55
BLLRM_SF_MM_EUR_5Y,2017-01-18,60.52
BLLRM_SF_MM_EUR_5Y,2017-01-19,60.5
BLLRM_SF_MM_EUR_5Y,2017-01-20,60.5
BLND_SF_MM_EUR_10Y,2017-01-02,152.12
BLND_SF_MM_EUR_10Y,2017-01-03,152.05
BLND_SF_MM_EUR_10Y,2017-01-04,151.92
BLND_SF_MM_EUR_10Y,2017-01-05,151.73
BLND_SF_MM_EUR_10Y,2017-01-06,152.09
BLND_SF_MM_EUR_10Y,2017-01-09,151.83
BLND_SF_MM_EUR_10Y,2017-01-10,151.82
BLND_SF_MM_EUR_10Y,2017-01-11,151.94
BLND_SF_MM_EUR_10Y,2017-01-12,151.62
BLND_SF_MM_EUR_10Y,2017-01-13,152.0
BLND_SF_MM_EUR_10Y,2017-01-16,151.9
BLND_SF_MM_EUR_10Y,2017-01-17,151.61
BLND_SF_MM_EUR_10Y,2017-01-18,151.87
BLND_SF_MM_EUR_10Y,2017-01-19,151.98
BLND_SF_MM_EUR_10Y,2017-01-20,151.86
BLND_SF_MM_EUR_5Y,2017-01-02,128.59
BLND_SF_MM_EUR_5Y,2017-01-03,128.59
BLND_SF_MM_EUR_5Y,2017-01-04,128.55
BLND_SF_MM_EUR_5Y,2017-01-05,128.5
BLND_SF_MM_EUR_5Y,2017-01-06,128.6
BLND_SF_MM_EUR_5Y,2017-01-09,128.53
BLND_SF_MM_EUR_5Y,2017-01-10,128.52
BLND_SF_MM_EUR_5Y,2017-01-11,128.55
BLND_SF_MM_EUR_5Y,2017-01-12,128.47
BLND_SF_MM_EUR_5Y,2017-01-13,128.57
BLND_SF_MM_EUR_5Y,2017-01-16,128.54
BLND_SF_MM_EUR_5Y,2017-01-17,128.47
BLND_SF_MM_EUR_5Y,2017-01-18,128.51
BLND_SF_MM_EUR_5Y,2017-01-19,128.5
BLND_SF_MM_EUR_5Y,2017-01-20,128.46
BMO_SF_XR_USD_10Y,2017-01-02,54.39
BMO_SF_XR_USD_10Y,2017-01-03,54.39
BMO_SF_XR_USD_10Y,2017-01-04,54.39
BMO_SF_XR_USD_10Y,2017-01-05,54.4
BMO_SF_XR_USD_10Y,2017-01-06,54.4
BMO_SF_XR_USD_10Y,2017-01-09,54.4
BMO_SF_XR_USD_10Y,2017-01-10,54.4
BMO_SF_XR_USD_10Y,2017-01-11,54.4
BMO_SF_XR_USD_10Y,2017-01-12,54.41
BMO_SF_XR_USD_10Y,2017-01-13,54.4
BMO_SF_XR_USD_10Y,2017-01-16,54.4
BMO_SF_XR_USD_10Y,2017-01-17,54.41
BMO_SF_XR_USD_10Y,2017-01-18,52.38
BMO_SF_XR_USD_10Y,2017-01-19,52.37
BMO_SF_XR_USD_10Y,2017-01-20,53.54
BMO_SF_XR_USD_5Y,2017-01-02,25.77
BMO_SF_XR_USD_5Y,2017-01-03,25.77
BMO_SF_XR_USD_5Y,2017-01-04,25.77
BMO_SF_XR_USD_5Y,2017-01-05,25.79
BMO_SF_XR_USD_5Y,2017-01-06,25.78
BMO_SF_XR_USD_5Y,2017-01-09,25.78
BMO_SF_XR_USD_5Y,2017-01-10,25.78
BMO_SF_XR_USD_5Y,2017-01-11,25.78
BMO_SF_XR_USD_5Y,2017-01-12,25.79
BMO_SF_XR_USD_5Y,2017-01-13,25.78
BMO_SF_XR_USD_5Y,2017-01-16,25.78
BMO_SF_XR_USD_5Y,2017-01-17,25.8
BMO_SF_XR_USD_5Y,2017-01-18,21.62
BMO_SF_XR_USD_5Y,2017-01-19,21.61
BMO_SF_XR_USD_5Y,2017-01-20,22.51
BMPS_SF_MM_EUR_10Y,2017-01-02,424.78
BMPS_SF_MM_EUR_10Y,2017-01-03,424.67
BMPS_SF_MM_EUR_10Y,2017-01-04,425.32
BMPS_SF_MM_EUR_10Y,2017-01-05,425.38
BMPS_SF_MM_EUR_10Y,2017-01-06,414.03
BMPS_SF_MM_EUR_10Y,2017-01-09,410.49
BMPS_SF_MM_EUR_10Y,2017-01-10,410.5
BMPS_SF_MM_EUR_10Y,2017-01-11,410.54
BMPS_SF_MM_EUR_10Y,2017-01-12,410.54
BMPS_SF_MM_EUR_10Y,2017-01-13,410.49
BMPS_SF_MM_EUR_10Y,2017-01-16,410.52
BMPS_SF_MM_EUR_10Y,2017-01-17,409.48
BMPS_SF_MM_EUR_10Y,2017-01-18,409.4
BMPS_SF_MM_EUR_10Y,2017-01-19,409.39
BMPS_SF_MM_EUR_10Y,2017-01-20,403.79
BMPS_SF_MM_EUR_5Y,2017-01-02,422.96
BMPS_SF_MM_EUR_5Y,2017-01-03,422.93
BMPS_SF_MM_EUR_5Y,2017-01-04,423.33
BMPS_SF_MM_EUR_5Y,2017-01-05,423.37
BMPS_SF_MM_EUR_5Y,2017-01-06,415.12
BMPS_SF_MM_EUR_5Y,2017-01-09,411.54
BMPS_SF_MM_EUR_5Y,2017-01-10,411.54
BMPS_SF_MM_EUR_5Y,2017-01-11,411.56
BMPS_SF_MM_EUR_5Y,2017-01-12,411.56
BMPS_SF_MM_EUR_5Y,2017-01-13,411.55
BMPS_SF_MM_EUR_5Y,2017-01-16,411.57
BMPS_SF_MM_EUR_5Y,2017-01-17,410.55
BMPS_SF_MM_EUR_5Y,2017-01-18,410.5
BMPS_SF_MM_EUR_5Y,2017-01-19,410.49
BMPS_SF_MM_EUR_5Y,2017-01-20,405.02
BMPS_SU_MM_EUR_10Y,2017-01-02,3935.98
BMPS_SU_MM_EUR_10Y,2017-01-03,3935.98
BMPS_SU_MM_EUR_10Y,2017-01-04,2321.85
BMPS_SU_MM_EUR_10Y,2017-01-05,2293.3
BMPS_SU_MM_EUR_10Y,2017-01-06,2293.02
BMPS_SU_MM_EUR_10Y,2017-01-09,2295.69
BMPS_SU_MM_EUR_10Y,2017-01-10,2295.97
BMPS_SU_MM_EUR_10Y,2017-01-11,2296.92
BMPS_SU_MM_EUR_10Y,2017-01-12,2295.87
BMPS_SU_MM_EUR_10Y,2017-01-13,2296.84
BMPS_SU_MM_EUR_10Y,2017-01-16,2300.8
BMPS_SU_MM_EUR_10Y,2017-01-17,2243.5
BMPS_SU_MM_EUR_10Y,2017-01-18,2244.31
BMPS_SU_MM_EUR_10Y,2017-01-19,2246.75
BMPS_SU_MM_EUR_10Y,2017-01-20,2250.34
BMPS_SU_MM_EUR_5Y,2017-01-02,4693.31
BMPS_SU_MM_EUR_5Y,2017-01-03,4693.3
BMPS_SU_MM_EUR_5Y,2017-01-04,3323.89
BMPS_SU_MM_EUR_5Y,2017-01-05,3262.9
BMPS_SU_MM_EUR_5Y,2017-01-06,3282.45
BMPS_SU_MM_EUR_5Y,2017-01-09,3285.39
BMPS_SU_MM_EUR_5Y,2017-01-10,3287.91
BMPS_SU_MM_EUR_5Y,2017-01-11,3290.83
BMPS_SU_MM_EUR_5Y,2017-01-12,3292.26
BMPS_SU_MM_EUR_5Y,2017-01-13,3295.93
BMPS_SU_MM_EUR_5Y,2017-01-16,3305.0
BMPS_SU_MM_EUR_5Y,2017-01-17,3234.91
BMPS_SU_MM_EUR_5Y,2017-01-18,3237.76
BMPS_SU_MM_EUR_5Y,2017-01-19,3240.87
BMPS_SU_MM_EUR_5Y,2017-01-20,3245.8
BMS_SF_XR_USD_10Y,2017-01-02,200.34
BMS_SF_XR_USD_10Y,2017-01-03,200.63
BMS_SF_XR_USD_10Y,2017-01-04,200.33
BMS_SF_XR_USD_10Y,2017-01-05,200.4
BMS_SF_XR_USD_10Y,2017-01-06,200.38
BMS_SF_XR_USD_10Y,2017-01-09,200.31
BMS_SF_XR_USD_10Y,2017-01-10,200.35
BMS_SF_XR_USD_10Y,2017-01-11,200.42
BMS_SF_XR_USD_10Y,2017-01-12,200.08
BMS_SF_XR_USD_10Y,2017-01-13,200.28
BMS_SF_XR_USD_10Y,2017-01-16,200.27
BMS_SF_XR_USD_10Y,2017-01-17,200.05
BMS_SF_XR_USD_10Y,2017-01-18,200.36
BMS_SF_XR_USD_10Y,2017-01-19,200.39
BMS_SF_XR_USD_10Y,2017-01-20,200.47
BMS_SF_XR_USD_5Y,2017-01-02,120.13
BMS_SF_XR_USD_5Y,2017-01-03,120.15
BMS_SF_XR_USD_5Y,2017-01-04,120.13
BMS_SF_XR_USD_5Y,2017-01-05,120.16
BMS_SF_XR_USD_5Y,2017-01-06,120.14
BMS_SF_XR_USD_5Y,2017-01-09,120.14
BMS_SF_XR_USD_5Y,2017-01-10,120.14
BMS_SF_XR_USD_5Y,2017-01-11,120.15
BMS_SF_XR_USD_5Y,2017-01-12,120.13
BMS_SF_XR_USD_5Y,2017-01-13,120.14
BMS_SF_XR_USD_5Y,2017-01-16,120.13
BMS_SF_XR_USD_5Y,2017-01-17,120.13
BMS_SF_XR_USD_5Y,2017-01-18,120.14
BMS_SF_XR_USD_5Y,2017-01-19,120.12
BMS_SF_XR_USD_5Y,2017-01-20,120.13
BMWG_SF_MM_EUR_10Y,2017-01-02,76.64
BMWG_SF_MM_EUR_10Y,2017-01-03,76.36
BMWG_SF_MM_EUR_10Y,2017-01-04,74.9
BMWG_SF_MM_EUR_10Y,2017-01-05,73.94
BMWG_SF_MM_EUR_10Y,2017-01-06,73.44
BMWG_SF_MM_EUR_10Y,2017-01-09,73.44
BMWG_SF_MM_EUR_10Y,2017-01-10,73.44
BMWG_SF_MM_EUR_10Y,2017-01-11,73.45
BMWG_SF_MM_EUR_10Y,2017-01-12,76.4
BMWG_SF_MM_EUR_10Y,2017-01-13,77.85
BMWG_SF_MM_EUR_10Y,2017-01-16,78.83
BMWG_SF_MM_EUR_10Y,2017-01-17,80.07
BMWG_SF_MM_EUR_10Y,2017-01-18,80.77
BMWG_SF_MM_EUR_10Y,2017-01-19,80.76
BMWG_SF_MM_EUR_10Y,2017-01-20,80.76
BMWG_SF_MM_EUR_5Y,2017-01-02,55.4
BMWG_SF_MM_EUR_5Y,2017-01-03,55.13
BMWG_SF_MM_EUR_5Y,2017-01-04,53.65
BMWG_SF_MM_EUR_5Y,2017-01-05,52.68
BMWG_SF_MM_EUR_5Y,2017-01-06,52.17
BMWG_SF_MM_EUR_5Y,2017-01-09,52.17
BMWG_SF_MM_EUR_5Y,2017-01-10,52.17
BMWG_SF_MM_EUR_5Y,2017-01-11,52.17
BMWG_SF_MM_EUR_5Y,2017-01-12,55.15
BMWG_SF_MM_EUR_5Y,2017-01-13,56.61
BMWG_SF_MM_EUR_5Y,2017-01-16,57.62
BMWG_SF_MM_EUR_5Y,2017-01-17,58.38
BMWG_SF_MM_EUR_5Y,2017-01-18,59.07
BMWG_SF_MM_EUR_5Y,2017-01-19,59.06
BMWG_SF_MM_EUR_5Y,2017-01-20,59.06
BMY_SF_XR_USD_10Y,2017-01-02,56.81
BMY_SF_XR_USD_10Y,2017-01-03,58.31
BMY_SF_XR_USD_10Y,2017-01-04,57.69
BMY_SF_XR_USD_10Y,2017-01-05,55.84
BMY_SF_XR_USD_10Y,2017-01-06,55.83
BMY_SF_XR_USD_10Y,2017-01-09,55.84
BMY_SF_XR_USD_10Y,2017-01-10,55.84
BMY_SF_XR_USD_10Y,2017-01-11,55.83
BMY_SF_XR_USD_10Y,2017-01-12,57.5
BMY_SF_XR_USD_10Y,2017-01-13,57.49
BMY_SF_XR_USD_10Y,2017-01-16,57.49
BMY_SF_XR_USD_10Y,2017-01-17,57.54
BMY_SF_XR_USD_10Y,2017-01-18,57.47
BMY_SF_XR_USD_10Y,2017-01-19,57.46
BMY_SF_XR_USD_10Y,2017-01-20,59.77
BMY_SF_XR_USD_5Y,2017-01-02,25.15
BMY_SF_XR_USD_5Y,2017-01-03,25.04
BMY_SF_XR_USD_5Y,2017-01-04,24.99
BMY_SF_XR_USD_5Y,2017-01-05,24.44
BMY_SF_XR_USD_5Y,2017-01-06,24.43
BMY_SF_XR_USD_5Y,2017-01-09,24.45
BMY_SF_XR_USD_5Y,2017-01-10,24.45
BMY_SF_XR_USD_5Y,2017-01-11,24.44
BMY_SF_XR_USD_5Y,2017-01-12,25.45
BMY_SF_XR_USD_5Y,2017-01-13,25.43
BMY_SF_XR_USD_5Y,2017-01-16,25.44
BMY_SF_XR_USD_5Y,2017-01-17,25.48
BMY_SF_XR_USD_5Y,2017-01-18,25.4
BMY_SF_XR_USD_5Y,2017-01-19,25.4
BMY_SF_XR_USD_5Y,2017-01-20,26.41
BMYX_SF_XR_USD_10Y,2017-01-02,109.59
BMYX_SF_XR_USD_10Y,2017-01-03,109.59
BMYX_SF_XR_USD_10Y,2017-01-04,107.58
